protein-water,protein-carbon,hydrogen bond (long-range),pi-pi (long-range),disorder (long),K-Beta similarity,disorder (short),electrostatic (short-range),8-feature sum
5,0,-7,-18,-92,-39,-55,8,-198
13,35,-25,-73,-49,-33,-46,-9,-187
3,-8,-21,-94,-157,-114,-77,-37,-505
-54,7,-73,-127,-118,-33,-78,85,-391
-17,17,-31,-47,-91,-31,-57,25,-232
30,1,-32,-20,-120,-73,-81,-87,-382
-7,-5,-17,-38,-55,-10,-21,18,-135
4,-7,-15,-50,-118,-46,-62,-22,-316
26,12,-17,-56,-82,-84,-56,-40,-297
-39,-8,-40,-73,-39,-19,-50,0,-268
-24,-26,-65,-70,-129,-106,-102,-23,-545
-73,6,-75,-155,-122,-76,-104,-31,-630
27,-26,-26,-34,-152,-96,-72,-57,-436
2,11,-16,-31,-51,-40,-43,-17,-185
-26,13,-40,-76,-62,-20,-54,-21,-286
18,34,-30,-87,-156,-95,-84,-33,-433
-20,13,-40,-100,-49,7,-27,-4,-220
12,-31,-14,-47,-104,-52,-48,-18,-302
-34,-16,-21,-42,-57,-18,-36,8,-216
4,-4,8,-26,-60,-29,-28,9,-126
8,1,-9,-22,-42,-11,-12,2,-85
-18,-5,-18,-40,-48,-1,-12,10,-132
6,-23,-36,-94,-198,-126,-93,-42,-606
9,3,-7,-36,-39,-34,-19,-14,-137
-9,-4,-23,-18,-30,-22,-38,-3,-147
5,13,5,-10,-2,7,-20,22,20
-16,-2,-50,-85,-146,-76,-50,-11,-436
-26,-6,-55,-186,-253,-114,-111,-64,-815
-11,20,-16,-61,-87,-18,-64,33,-204
-2,26,-56,-57,-127,-50,-108,-37,-411
0,40,-8,-37,-63,12,-7,23,-40
48,9,-30,-32,-100,-89,-73,-59,-326
3,16,-25,-27,-75,-3,-27,-10,-148
48,-2,-4,-18,-131,-53,-63,-18,-241
-9,2,-57,-86,-81,-82,-91,-4,-408
-17,-4,-46,-75,-92,-60,-62,-44,-400
-24,8,-18,-91,-95,-49,-75,14,-330
35,-29,-7,-19,-167,-101,-73,-39,-400
7,-8,-1,-51,-100,-46,-65,-24,-288
13,-4,-15,-57,-82,-80,-68,2,-291
-7,24,-67,-74,-29,-37,-49,-46,-285
15,18,-22,-11,-57,-37,-54,15,-133
-13,-6,-22,-28,-30,-10,-31,-9,-149
16,13,-4,-56,-81,-67,-35,-26,-240
7,5,-24,-61,-57,-41,-51,-33,-255
10,-2,-35,-100,-146,-64,-81,-2,-420
-13,-12,-30,-30,-55,-37,-24,-19,-220
45,0,-25,-4,-109,-62,-58,-10,-223
42,5,33,-25,-142,-107,-107,8,-293
-38,-2,-29,-89,-76,-45,-64,-23,-366
21,-14,-10,-49,-106,-51,-53,-8,-270
25,18,1,-6,-48,-29,-7,-3,-49
-13,50,-31,-90,-68,-47,-64,19,-244
2,-23,-32,-49,-86,-48,-53,-35,-324
-90,14,-72,-168,-128,-73,-93,-18,-628
-52,-4,-20,-102,-79,-26,-54,0,-337
20,3,20,-32,-34,-21,-17,35,-26
15,25,-35,-44,-39,-24,-28,-40,-170
-19,-1,-39,-43,-29,-14,-19,-16,-180
-32,-8,-44,-98,-78,-17,-67,-10,-354
-19,-35,-31,-88,-106,-77,-79,-19,-454
49,-12,14,2,-108,-64,-70,-19,-208
36,7,-13,-39,-128,-112,-77,-65,-391
-6,-21,-47,-82,-53,-25,-48,33,-249
19,5,-1,-25,-55,-39,-19,6,-109
-5,30,-21,-31,-21,16,4,22,-6
-1,-17,-25,-61,-91,-64,-68,-45,-372
-18,1,-3,-40,-34,-50,-29,9,-164
31,17,-8,-20,-21,-18,-27,2,-44
30,20,-4,-69,-24,-21,-36,24,-80
-73,-37,-103,-163,-156,-134,-120,-29,-815
-23,24,-30,-53,-5,-19,-21,8,-119
-8,16,-22,-81,-129,-29,-68,1,-320
6,-8,-34,-56,-57,-12,-33,7,-187
-5,21,-19,-43,-46,-39,-32,-5,-168
-6,22,-15,-86,-56,-67,-51,-25,-284
18,36,-25,-44,-43,-54,-30,10,-132
7,4,-28,-43,-96,-74,-71,-46,-347
-12,9,-30,-62,-87,-45,-47,-19,-293
16,5,-2,-107,-101,-67,-10,4,-262
-27,-2,-30,-58,-24,-20,-28,-32,-221
-32,3,-14,-51,-19,-8,-18,14,-125
24,-16,-15,-32,-130,-77,-59,-59,-364
0,46,-11,-60,-91,14,-24,52,-74
-67,-11,-123,-163,-175,-100,-169,-63,-871
9,-53,-34,9,-85,-7,-28,20,-169
40,-7,-31,-62,-160,-120,-106,-63,-509
-15,5,-11,-52,-38,-39,-34,-19,-203
22,-2,1,-17,-131,-75,-81,-58,-341
-42,5,-53,-91,-47,-28,-73,-3,-332
70,51,-15,54,-94,-55,-40,15,-14
-24,-3,-33,-86,-70,-2,-38,-8,-264
11,3,2,-14,-97,-51,-43,-9,-198
26,15,9,53,-46,-19,-53,26,11
-2,14,-11,-35,-26,-21,-4,8,-77
-14,-9,-35,-44,-32,-18,-46,-27,-225
-12,-17,-41,-56,-21,-32,-40,-5,-224
14,-11,-36,-44,-127,-68,-63,-12,-347
28,-21,-17,-62,-92,-92,-65,-41,-362
100,30,-35,-65,-229,-223,-138,-113,-673
-46,22,-71,-102,-60,-10,-47,-14,-328
-54,-29,-112,-165,-182,-56,-122,-51,-771
17,-12,-12,-54,-82,-58,-47,-46,-294
44,43,-15,-39,-155,-124,-86,-54,-386
-12,1,-12,-31,-41,-35,-36,2,-164
8,17,-36,-31,-29,-18,-19,32,-76
-16,8,-39,-74,-75,-29,-66,12,-279
1,4,-58,-87,-101,-60,-79,-40,-420
24,-11,-21,-20,-112,-55,-51,-36,-282
-60,10,-58,-119,-82,-61,-95,-42,-507
-60,-13,-51,-113,-75,-30,-55,-43,-440
42,-9,-21,-31,-121,-80,-77,-53,-350
-43,-10,-65,-93,-54,-52,-95,-42,-454
-16,-36,-25,-69,-95,-65,-80,-55,-441
-4,-21,-4,-39,-102,-39,-51,-8,-268
-11,-16,-27,-33,-48,-29,-30,-7,-201
-26,-20,-76,-77,-112,-45,-82,-25,-463
31,-3,-2,-23,-129,-74,-61,-17,-278
-11,12,-16,-48,-29,-30,-44,-48,-214
-16,2,-4,-38,-65,-6,-30,25,-132
18,8,-19,-35,-92,-33,-56,-23,-232
-23,-9,-27,-69,-54,-30,-66,47,-231
6,28,-37,-43,-50,-13,-15,31,-93
-38,-23,-16,-53,-109,-23,-53,24,-291
-12,5,5,-41,-54,-9,-38,5,-139
7,-1,-5,-27,-51,-39,-29,-7,-152
-16,3,-30,-45,-17,-13,-20,-3,-141
8,20,-7,-31,-26,-20,-56,-13,-125
-11,30,-25,-52,-68,-28,-37,-23,-214
-41,-20,-74,-94,-90,-58,-66,12,-431
-19,-7,-33,-36,-70,4,-35,20,-176
-9,-6,-40,-51,-93,-48,-39,-33,-319
-26,-17,-35,-45,-30,-25,-21,-13,-212
21,-18,-18,-63,-125,-96,-68,-34,-401
-145,-88,-195,-221,-197,-126,-240,-20,-1232
35,-29,-17,-43,-125,-97,-103,-42,-421
-3,19,-18,-41,-39,-57,-51,-37,-227
3,3,11,-22,-34,-19,-13,17,-54
6,-18,-17,-66,-76,-95,-76,-13,-355
-9,15,-32,-43,-50,-15,-17,-12,-163
-18,-5,-21,-62,-30,-52,-47,-31,-266
-21,13,0,-80,-49,-41,-24,12,-190
25,20,-13,-55,-119,-66,-59,-14,-281
0,-4,-22,-35,-84,-59,-56,-25,-285
-26,11,-30,-52,-34,-10,-29,-1,-171
-72,43,-100,-230,-108,-165,-189,-80,-901
15,8,-6,-37,-52,-45,-64,3,-178
-59,8,-65,-108,-33,-35,-82,-2,-376
-23,-6,-29,-51,-71,-41,-53,-5,-279
-66,-21,-155,-171,-220,-154,-258,-112,-1157
-69,-20,-153,-178,-146,-137,-208,-75,-986
-16,-31,-18,-37,-29,-38,-44,8,-205
-12,-35,-25,-68,-115,-64,-55,-26,-400
22,25,6,-36,-80,-51,-48,-18,-180
-14,-5,-21,-44,-62,-30,-44,-8,-228
-15,-10,-41,-47,-68,-34,-26,0,-241
-4,0,-66,-65,-114,-60,-96,-17,-422
-21,-20,-5,-54,-81,-31,-47,27,-232
-13,-3,-26,-31,-37,-17,-32,-27,-186
-46,-28,-19,-59,-86,-31,-47,10,-306
48,-9,8,-43,-221,-86,-120,68,-355
-20,8,-34,-43,-15,-21,-31,-8,-164
-25,-11,-33,-81,-24,13,-16,9,-168
8,3,-16,-61,-135,-79,-49,-48,-377
-5,-60,-35,-60,-123,-76,-83,-25,-467
16,2,-14,-49,-90,-75,-71,-37,-318
41,-7,-21,-44,-96,-99,-73,-36,-335
19,-28,-11,-91,-164,-108,-98,-73,-554
-14,-16,-33,-55,-53,-30,-55,-33,-289
-59,-20,-56,-92,-65,-16,-78,1,-385
19,8,9,-25,-101,13,-49,8,-118
23,9,-35,-90,-143,-121,-107,-107,-571
-19,0,-19,-32,-34,-12,-18,-1,-135
16,6,2,-17,-28,-23,-13,9,-48
-61,-17,-46,-94,-68,-25,-78,-35,-424
-2,-2,-24,-25,-48,-35,-25,-10,-171
-22,2,-24,-65,-60,-35,-43,-27,-274
-11,-11,-28,-24,-46,-14,-47,5,-176
5,-8,-17,-41,-35,-40,-35,-17,-188
11,7,-6,8,-31,8,-14,5,-12
-99,-44,-66,-158,-127,-56,-112,-31,-693
-10,-20,-16,-58,-37,-22,-13,9,-167
-9,18,-20,-48,-29,-33,-28,-13,-162
-10,-22,-30,-56,-13,8,-19,44,-98
-14,-6,-22,-13,-16,8,-21,24,-60
-7,12,-13,-34,-44,4,-18,13,-87
-33,-36,-57,-97,-53,-116,-94,-21,-507
-57,-1,-41,-94,-55,-16,-47,11,-300
18,-7,-38,-61,-103,-40,-88,18,-301
65,9,-22,22,-103,-45,-67,35,-106
14,10,-14,-29,-29,-43,-38,-31,-160
32,15,11,-60,-76,-78,-44,-25,-225
3,-1,-22,-28,-48,-33,-26,-17,-172
12,44,10,-52,-102,-67,-55,-5,-215
-32,5,-31,-67,-25,-35,-39,-12,-236
12,22,-14,-43,-111,-72,-83,-24,-313
36,43,-28,-61,-83,-55,-47,-8,-203
-2,20,13,-33,-51,-27,-37,24,-93
-48,12,-76,-164,-88,-72,-95,-40,-571
65,39,15,2,-49,-21,-29,44,66
75,147,12,-115,-104,29,-34,96,106
40,12,4,18,-56,-38,-26,-19,-65
-27,9,-40,-86,-57,-40,-55,-5,-301
52,55,-6,-40,-68,-89,-42,-34,-172
-44,40,-38,-140,-191,-59,-74,10,-496
-12,14,-14,-34,-59,-12,-34,7,-144
-18,-13,-15,-38,-52,-24,-26,-8,-194
35,38,0,-35,-66,-42,-31,38,-63
-8,34,-34,-97,-98,-85,-72,-39,-399
18,18,-19,-86,-107,-109,-102,42,-345
-6,39,-42,-92,-66,-81,-67,-25,-340
-58,-10,-72,-129,-62,-66,-76,-31,-504
-31,-19,-36,-61,-49,-35,-59,-22,-312
26,12,-38,-36,-149,-113,-89,-69,-456
-47,0,-53,-78,-42,-3,-24,-5,-252
-30,7,-38,-84,-56,-21,-57,5,-274
-30,-39,-35,-74,-108,-11,-54,17,-334
0,-29,-20,-61,-113,-68,-70,-17,-378
-18,20,-8,-36,-38,0,-16,12,-84
3,8,-44,-144,-96,-108,-91,-69,-541
-12,26,-27,-58,-54,-11,-32,-45,-213
-65,19,-57,-105,-35,-47,-61,24,-327
-41,-10,-43,-66,-53,-39,-56,-13,-321
-12,-8,-6,-40,-66,-27,-41,36,-164
-20,11,-23,-40,-17,-36,-31,19,-137
10,-10,-30,-52,-65,-48,-44,-26,-265
-4,-7,-48,-37,-72,-57,-73,2,-296
-4,-5,1,-41,-81,4,-39,-9,-174
9,-6,-40,-64,-89,-74,-78,-3,-345
-27,30,-88,-205,-195,-83,-155,-38,-761
-14,15,-25,-70,-40,-8,-12,-17,-171
-23,-2,-35,-89,-97,-84,-82,-31,-443
-27,1,-51,-76,-103,-47,-64,-10,-377
-2,-17,3,-8,-59,-35,-9,16,-111
-33,23,-33,-53,-47,-26,-30,-26,-225
19,12,-6,-46,-58,-46,-43,-7,-175
-2,-17,-21,-63,-64,-43,-40,-19,-269
46,17,-27,-23,-115,-94,-77,-44,-317
11,21,7,-5,-24,-16,-14,13,-7
-24,-5,-19,-51,-94,-44,-49,-35,-321
-5,-3,-14,-30,-34,-9,-33,3,-125
-16,5,-33,-53,-44,-29,-39,-33,-242
-6,-6,-24,-49,-56,-29,-37,15,-192
22,21,-18,-37,-90,-63,-69,-59,-293
22,34,10,3,-37,-11,-23,-7,-9
36,77,4,10,-29,-12,2,49,137
31,21,-4,8,-33,-18,-33,-35,-63
-1,29,-25,-106,-95,-81,-78,-13,-370
-33,-11,-10,-42,-53,3,-27,17,-156
3,-4,-16,-18,-70,-30,-41,-10,-186
-21,-8,-25,-48,-71,-39,-42,-16,-270
7,-10,4,-16,-51,-32,-21,-8,-127
27,39,-6,-5,-61,-28,-74,28,-80
-27,-6,-20,-31,-53,11,-31,5,-152
-36,-4,-34,-58,-102,-1,-71,15,-291
-50,-21,-69,-116,-73,-62,-94,-19,-504
-11,-3,-11,-81,-119,-71,-54,-3,-353
13,14,-16,-13,-9,-7,-17,17,-18
12,-19,-7,-43,-138,-84,-76,-27,-382
-43,-27,-54,-75,-69,-55,-58,-17,-398
18,12,-22,-62,-104,-55,-49,-52,-314
-20,50,-65,-169,-63,-63,-98,-43,-471
-6,-10,-8,-31,-46,-33,-17,-16,-167
7,32,10,-21,-34,-16,-36,33,-25
-12,-48,-39,-4,-67,-29,-51,-15,-265
-39,-13,-42,-78,-104,-48,-63,-7,-394
22,-10,-23,-21,-90,-52,-51,6,-219
11,5,-1,-14,-31,-21,-13,-8,-72
-24,-7,-22,-46,-13,-15,-33,-21,-181
44,33,8,19,-57,-6,-10,0,31
-23,-12,-35,-59,-68,-22,-41,8,-252
14,22,-10,-41,-63,-49,-23,-15,-165
42,-26,-61,-130,-206,-207,-165,-128,-881
-6,-17,-61,-117,-189,-123,-91,12,-592
18,39,-23,-96,-114,-105,-59,-12,-352
0,-8,-27,-36,-46,-30,-27,1,-173
2,13,-25,-56,-37,-17,-37,-2,-159
-4,4,-47,-59,-113,-38,-59,-37,-353
-47,-21,-43,-83,-125,-50,-74,4,-439
4,-22,-13,-41,-118,-55,-49,-21,-315
-2,-4,-13,-76,-90,-59,-50,-15,-309
-51,-5,-62,-116,-78,-24,-86,0,-422
-30,13,-40,-67,-53,-45,-57,-37,-316
25,20,-42,-54,-139,-49,-84,-51,-374
-9,-7,-22,-47,-62,-43,-54,4,-240
-12,-11,-6,-45,-61,-36,-31,-23,-225
-13,-41,-41,-73,-135,-130,-87,-55,-575
-78,-4,-104,-139,-107,-29,-65,14,-512
-62,-28,-56,-119,-125,-17,-79,16,-470
-20,-17,-39,-47,-89,-15,-27,37,-217
-10,7,-10,-29,-33,-12,-26,2,-111
-41,12,-46,-92,-32,-61,-89,-48,-397
-19,11,-12,-15,-23,-9,-6,5,-68
4,-11,-17,-62,-96,-73,-50,5,-300
-22,-3,-9,-73,-71,-21,-34,42,-191
-26,2,-52,-112,-77,-46,-72,18,-365
-35,3,-14,-78,-37,-18,-18,-4,-201
1,14,-33,-51,-46,-20,-30,-23,-188
57,54,-14,-3,-126,-18,-37,22,-65
-2,84,-33,-140,-81,-119,-76,-23,-390
-6,-4,-33,-66,-95,-75,-28,-42,-349
-32,3,-44,-88,-52,-15,-33,-26,-287
40,29,-5,-20,-38,-39,-37,-65,-135
5,-13,-29,-73,-101,-87,-62,-42,-402
-14,-20,-4,-29,-57,-45,-41,-27,-237
-2,-15,-16,-40,-117,-64,-59,-20,-333
-47,16,-49,-129,-110,-62,-57,-18,-456
-17,7,-30,-75,-49,-37,-48,-12,-261
-34,-23,-41,-81,-83,-69,-75,-17,-423
52,-35,-10,-16,-114,-78,-96,25,-272
-46,15,-55,-108,-29,-33,-40,-23,-319
-14,-13,-2,-37,-107,-31,-42,-23,-269
52,22,10,10,-16,-23,-68,11,-2
-14,3,-25,-103,-88,-15,-24,2,-264
-30,14,-14,-45,-2,-25,0,12,-90
-6,17,-9,-139,-147,-55,-70,35,-374
2,10,-46,-85,-72,-101,-81,-58,-431
17,11,4,-38,-83,-35,-36,-24,-184
-8,-1,-17,-64,-83,-44,-49,-25,-291
-36,-20,-49,-96,-87,-20,-50,28,-330
-5,-10,-26,-21,-64,-25,-35,-43,-229
-51,-21,-26,-81,-98,-19,-51,23,-324
-42,-1,-30,-52,-34,-13,-16,-5,-193
-1,-3,-3,-48,-63,-12,-36,-14,-180
-22,8,-34,-87,-62,-35,-37,-23,-292
0,34,-33,-80,-54,-29,-53,10,-205
-30,3,-33,-51,-26,-36,-42,-1,-216
68,24,5,-34,-54,1,-40,29,-1
14,-15,-31,-26,-129,-69,-64,-43,-363
-24,-19,-33,-60,-71,-45,-59,19,-292
39,-32,15,-29,-134,-111,-78,13,-317
-18,9,-28,-59,-65,-40,-40,4,-237
-44,-21,-28,-117,-109,-87,-67,-6,-479
23,16,-29,-70,-18,-61,-42,-2,-183
15,-15,-18,4,-65,-3,-15,0,-97
46,-25,8,-40,-118,-83,-68,-35,-315
25,23,-23,-10,-108,-46,-54,-37,-230
33,16,-27,-28,-71,-89,-55,-6,-227
-10,-23,-96,-210,-340,-175,-232,-15,-1101
-8,4,-16,-19,5,-15,-19,30,-38
77,-18,-21,37,-87,-90,-75,-19,-196
17,8,-6,-20,-42,-17,-19,-5,-84
-39,13,-47,-106,-41,-47,-50,65,-252
-23,-26,-29,-70,-50,-41,-55,-23,-317
-17,-13,-25,-54,-37,-45,-39,-10,-240
-71,-73,-54,-116,-192,-45,-124,34,-641
38,-9,-24,7,-27,-28,-50,35,-58
37,-17,-5,-6,-116,-64,-55,-26,-252
0,-15,-13,-57,-131,-81,-100,-17,-414
-6,4,-20,-32,-35,-32,-23,19,-125
-9,24,-46,-116,-132,-134,-94,-25,-532
-52,-39,-92,-126,-182,-91,-178,-64,-824
-12,18,-40,-58,-70,-30,-59,-28,-279
-3,6,-13,-29,-55,-19,-46,24,-135
-74,11,-63,-109,-45,-54,-55,-26,-415
-90,-33,-124,-198,-173,-52,-106,-32,-808
-9,8,-28,-42,-56,-35,-42,-20,-224
-16,-27,-42,-72,-106,-44,-58,-7,-372
-3,18,-19,-63,-117,-78,-61,-30,-353
15,-4,-6,-5,-27,39,-10,56,58
-35,-10,-43,-82,-60,-37,-39,-9,-315
57,2,12,23,-53,-14,-27,13,13
-39,22,-21,-88,-53,-35,-33,26,-221
-33,-7,-66,-91,-136,-67,-108,-64,-572
6,27,-43,-161,-122,-96,-63,63,-389
4,-15,-39,-81,-110,-28,-116,-9,-394
46,36,-37,-93,-172,-152,-105,-41,-518
33,56,16,-6,-54,34,-15,28,92
12,11,-24,-68,-102,-61,-43,-42,-317
-14,-9,-48,-64,-69,-36,-63,4,-299
62,-17,-17,-1,-69,-47,-55,28,-116
16,11,-24,-17,-34,-24,-26,-23,-121
-28,17,-59,-123,-167,-48,-85,-19,-512
68,-47,-23,-22,-203,-160,-115,-56,-558
-6,4,-20,-50,-51,-26,-49,-51,-249
51,-2,-25,-5,-150,-105,-93,-70,-399
18,26,8,0,-41,-23,-36,3,-45
-29,12,-37,-87,-97,-62,-75,-18,-393
26,8,-15,-32,-67,-70,-47,-50,-247
13,12,-8,-14,-45,-19,-20,9,-72
-14,6,-46,-46,-45,-4,-24,3,-170
17,18,-38,-64,-88,-23,-53,47,-184
-182,-82,-157,-306,-277,-194,-276,-87,-1561
-24,25,-65,-119,-108,-44,-73,-30,-438
-6,-35,-13,-51,-45,-11,-21,26,-156
56,6,-10,13,-36,-19,-26,20,4
-35,-3,6,-52,-48,-8,-28,38,-130
-27,-20,-35,-65,-61,-49,-59,-27,-343
13,-65,-34,-106,-131,-103,-73,-7,-506
-12,1,-10,-63,-126,-58,-87,-38,-393
-35,-41,-52,-92,-132,-62,-101,-46,-561
19,7,-14,-29,-57,-56,-55,-14,-199
18,13,-13,7,-34,-4,-20,23,-10
3,30,-7,-21,-16,-25,-12,5,-43
-34,15,-63,-114,-59,-39,-64,-1,-359
24,2,-9,-25,-116,-68,-60,-27,-279
-17,17,-18,-101,-77,-12,-52,-23,-283
-26,21,-9,-49,-69,-31,-44,58,-149
-26,9,-45,-70,-44,-13,-31,26,-194
26,22,-19,-54,-103,-78,-58,-44,-308
-54,22,-86,-146,-40,-110,-95,-49,-558
-23,17,-70,-142,-201,-59,-105,-27,-610
-5,-29,-17,-26,-31,-19,-23,6,-144
-1,-13,-4,-26,-77,-54,-38,-39,-252
-71,-8,-66,-159,-113,-48,-86,-16,-567
28,-21,-18,-53,-92,-69,-66,-33,-324
-54,-46,-81,-139,-156,-77,-112,116,-549
-12,14,-29,-63,-1,-51,-32,-18,-192
-38,30,-42,-126,-58,-53,-34,14,-307
-41,4,-47,-96,-59,-47,-50,14,-322
-25,23,-46,-64,-55,-37,-59,-3,-266
-51,10,-33,-103,-99,-71,-66,-2,-415
65,-3,23,-15,-217,-83,-85,9,-306
16,-13,-40,-59,-91,-60,-60,29,-278
-122,23,-141,-275,-63,-102,-121,18,-783
-35,51,-154,-197,-267,-161,-196,-83,-1042
-133,-87,-143,-228,-144,-50,-109,18,-876
6,-1,1,-41,-125,-91,-37,22,-266
-36,-20,-18,-45,-60,-28,-42,19,-230
-4,4,-21,-64,-54,-26,-41,3,-203
-4,3,-5,-29,-15,11,-10,17,-32
20,32,-23,-106,-227,-77,-114,-25,-520
-8,-35,-44,-65,-100,-52,-44,18,-330
21,17,0,-6,-7,-6,5,8,32
15,27,-29,-90,-118,-112,-102,-79,-488
-13,11,-46,-78,-98,-49,-60,-29,-362
-93,6,-119,-195,-116,-65,-97,19,-660
54,32,-41,-145,-102,-127,-91,-133,-553
51,21,-14,-8,-48,-25,-42,-12,-77
-11,44,-62,-61,-40,2,-33,38,-123
-10,-42,-39,-85,-215,-133,-110,-49,-683
5,12,-1,-12,-61,3,-35,19,-70
5,11,-3,-27,-13,-34,-49,26,-84
0,-3,-15,-26,-47,-31,-34,38,-118
-18,6,-8,-50,-46,-29,-46,-23,-214
56,-3,1,-73,-121,-76,-93,36,-273
0,-12,-7,-69,-151,-88,-68,9,-386
-9,2,-27,-54,-49,-23,-34,-6,-200
-35,24,-61,-118,-93,-59,-71,-7,-420
3,-14,-33,-9,-77,-3,-46,16,-163
8,19,-19,-28,-49,-35,-35,-2,-141
-49,11,-65,-123,-61,-57,-40,-1,-385
13,-6,-36,-56,-136,-120,-90,-58,-489
-34,-13,-36,-101,-70,-68,-50,-19,-391
-19,2,-26,-132,-133,-91,-87,3,-483
94,-32,10,-50,-68,-123,-121,-16,-306
58,55,14,-27,-131,-77,-59,-12,-179
62,-10,8,15,-58,-36,-25,34,-10
16,2,-7,-51,-32,-60,-41,-15,-188
4,-32,-12,-35,-127,-64,-68,3,-331
19,-1,1,-34,-75,-51,-19,-13,-173
-1,-20,-20,-34,-51,-42,-31,1,-198
10,3,-10,-32,-42,-32,-28,-6,-137
-11,-11,-16,-14,-21,-13,-9,27,-68
-11,-16,-28,-38,-37,-25,-21,-11,-187
12,-17,-29,-45,-141,-101,-84,-85,-490
18,18,8,-7,8,24,-3,4,70
7,2,-4,19,-8,35,-7,29,73
14,-18,-31,-85,-114,-14,-81,25,-304
9,35,-24,-80,-68,-47,-66,6,-235
-14,17,-24,-28,-34,-8,-26,-13,-130
-24,3,-24,-91,-101,-81,-59,-24,-401
-29,31,-20,-55,-36,-30,-40,28,-151
-22,-17,-31,-64,-132,-24,-31,17,-304
24,28,-3,-23,-28,-9,-23,2,-32
-18,-28,-69,-81,-106,-61,-79,-60,-502
24,15,-13,-24,-55,-39,-30,-33,-155
3,20,-33,-28,-26,-13,-33,-10,-120
-10,3,2,-30,-80,-22,-43,4,-176
4,42,-19,-72,-41,-66,-43,-17,-212
-55,13,-70,-109,-46,-28,-74,25,-344
-54,2,-51,-107,-56,-77,-97,-39,-479
-5,4,-7,-60,-108,-81,-67,-12,-336
5,-11,-10,-41,-115,-71,-66,-28,-337
-11,17,-24,-98,-99,-22,-64,-4,-305
-15,-2,-16,-36,-37,-35,-37,-15,-193
61,-42,-8,-10,-127,-85,-106,38,-279
-18,0,-13,-50,-60,-45,-34,5,-215
-4,4,-31,-101,-188,-98,-68,-29,-515
23,1,-14,-10,-55,-41,-30,-48,-174
8,8,-17,-55,-23,-3,-12,7,-87
-36,25,-41,-136,-160,-72,-78,3,-495
78,19,-7,41,-97,-69,-59,-56,-150
-51,37,-97,-182,-105,-120,-124,-58,-700
-86,5,-123,-295,-224,-209,-188,-111,-1231
-25,0,-29,-47,-41,-11,-24,0,-177
-11,5,-28,-59,-1,-26,-19,8,-131
-11,-37,-59,-105,-136,-100,-114,14,-548
-50,-19,-42,-120,-82,-70,-78,-20,-481
-123,-24,-180,-311,-231,-221,-279,-146,-1515
21,1,-17,-41,-76,-60,-40,-4,-216
5,2,-16,-68,-64,-37,-52,-17,-247
55,21,-19,27,-79,-37,-63,-32,-127
6,8,-5,-21,-23,-10,-8,23,-30
-32,1,-28,-93,-34,-51,-31,-36,-304
11,1,-3,-32,-72,-34,-50,-12,-191
20,61,-16,-21,-23,-44,-26,4,-45
48,36,-1,-35,-162,-101,-107,-21,-343
-11,42,-36,-121,-43,-40,-73,18,-264
-12,8,-23,-28,-41,5,-23,0,-114
-19,2,-56,-91,-132,-66,-125,66,-421
4,-11,-34,-128,-113,-134,-88,-53,-557
4,4,-22,-50,-76,-64,-46,-13,-263
-19,4,-15,-40,-42,-38,-33,-5,-188
2,2,-1,-25,-34,-11,-15,0,-82
19,6,-10,-6,-56,-27,-11,-18,-103
-10,-5,-28,-32,-29,-16,-43,-28,-191
-24,-30,-41,-112,-182,-109,-97,-63,-658
-66,-38,-79,-167,-167,-79,-106,-6,-708
64,-55,-28,0,-244,-153,-142,-76,-634
12,-3,-24,13,5,-13,-36,64,18
-25,79,-84,-137,-31,11,-20,29,-178
-26,13,5,-41,1,-12,-34,5,-89
-51,-9,-49,-117,-75,-71,-92,-53,-517
25,23,-40,-61,-134,-50,-72,14,-295
22,-2,-5,10,-30,-12,-8,29,4
-1,-52,-1,-47,-139,-83,-62,-44,-429
-108,-22,-152,-218,-148,-81,-171,-66,-966
-14,-17,-15,-58,-82,-40,-53,9,-270
16,-32,-16,-45,-104,-66,-85,-19,-351
-30,-8,-21,-99,-121,-65,-66,10,-400
-45,10,-60,-153,-135,-72,-76,0,-531
-22,-28,-34,-73,-110,-67,-46,-36,-416
-18,18,-58,-80,-57,-23,-62,26,-254
-13,-35,-12,-41,-67,-24,-31,-6,-229
-31,-15,-20,-67,-68,-28,-44,-27,-300
1,3,-15,-46,-58,-41,-51,-9,-216
-26,-17,-49,-95,-100,-83,-72,-45,-487
29,14,13,-16,-156,-51,-71,-23,-261
-8,31,-12,-54,-53,-22,-42,15,-145
16,-37,-9,-40,-103,-84,-65,-27,-349
-10,8,-37,-66,-127,-50,-62,-1,-345
-19,5,-70,-74,-111,-17,-57,-16,-359
-3,10,-18,-26,-68,-52,-33,5,-185
1,-2,-12,-94,-35,-56,-65,-2,-265
-45,-26,-41,-93,-72,-55,-69,-3,-404
-10,-19,-26,-65,-109,-41,-66,-24,-360
14,21,0,-50,-25,-22,-9,10,-61
-22,17,-39,-55,-28,-36,-20,1,-182
2,-21,-5,-24,-40,-26,-18,-2,-134
-6,8,-16,-50,-61,-15,-12,8,-144
-9,2,-28,-56,-61,-71,-73,-23,-319
43,9,-21,29,-79,-75,-88,23,-159
-11,18,-25,-48,-49,-31,-23,-2,-171
18,0,-8,-22,-37,-33,-23,2,-103
13,-11,-8,-22,-86,-42,-39,0,-195
0,-6,-2,-26,-25,-7,-20,31,-55
2,27,-25,-42,-20,-22,-25,3,-102
