protein-water,protein-carbon,hydrogen bond (long-range),pi-pi (long-range),disorder (long),K-Beta similarity,disorder (short),electrostatic (short-range),8-feature sum
16,-17,-54,-19,-100,-75,-19,62,-206
39,3,-89,-38,-148,-120,-16,101,-268
3,-16,-45,-65,-63,-66,-17,55,-214
9,-2,-28,-1,-21,-40,-11,29,-65
-5,-7,-41,-44,-77,-33,0,35,-172
82,-22,-51,-22,-190,-117,-16,154,-182
4,12,-22,-19,-18,-33,-9,28,-57
18,23,-35,-43,-22,-36,12,67,-16
24,20,-22,-29,-115,-57,0,49,-130
50,-24,-51,-67,-73,-137,-28,46,-284
21,-9,-41,-30,-64,-85,-10,25,-193
67,12,-26,12,-118,-126,-2,105,-76
48,8,-31,-42,-123,-120,-4,64,-200
11,-10,-35,-15,-60,-70,-18,10,-187
-42,-25,-41,-50,-68,-62,-43,50,-281
-1,23,-29,-14,-97,-5,5,73,-45
5,24,-62,-8,-132,-115,-16,53,-251
-1,4,-15,-21,-21,-18,-5,11,-66
15,8,3,2,-31,-16,10,42,33
-14,-5,-54,-39,-57,-62,-32,26,-237
-1,-5,-11,-3,-38,-34,-21,28,-85
3,3,-30,-28,-64,-55,-17,26,-162
13,-17,-49,-12,-55,-61,-24,29,-176
8,1,-13,-13,-31,-51,-8,18,-89
24,-4,-22,-18,-30,-15,-5,55,-15
-41,-2,-68,-66,-103,-114,-38,68,-364
9,-1,-19,-32,-16,-37,13,26,-57
12,20,-9,-14,-28,-47,-14,26,-54
26,-4,-33,-29,-26,-54,3,94,-23
40,6,-27,-22,-19,-54,-18,25,-69
-5,14,-29,-28,-40,-18,-4,51,-59
18,11,-29,-43,-27,-114,-10,73,-121
-8,18,-46,-59,-34,-80,-39,56,-192
52,13,-38,-32,-132,-91,-40,96,-172
72,-28,-50,55,-126,-98,-9,84,-100
22,23,-14,2,-32,-40,1,23,-15
25,27,6,-26,-46,-53,9,53,-5
22,3,-43,-13,-42,-64,-8,29,-116
24,53,-13,-12,-73,-50,7,70,6
5,24,-8,-32,-9,-62,-27,42,-67
15,45,-32,23,-116,-88,9,65,-79
14,51,-34,-6,-103,-59,-8,106,-39
9,34,-16,-5,-57,-6,9,56,24
9,34,-54,-56,-95,-132,-26,107,-213
49,7,15,52,-83,-64,-5,119,90
171,110,8,-10,-168,-85,-23,302,305
48,16,-25,25,-64,-29,24,29,24
-12,7,-33,-29,-34,-58,-21,50,-130
60,47,32,40,-54,-110,-29,94,80
17,40,-108,-90,-227,-68,10,150,-276
9,9,-32,-11,-60,-42,-13,42,-98
1,-13,-29,-23,-48,-48,-3,32,-131
52,28,-21,0,-61,-72,-23,78,-19
0,29,-27,-6,-75,-97,-17,71,-122
30,30,-43,-47,-106,-80,7,125,-84
32,61,-27,-12,-83,-101,-24,69,-85
1,9,-36,-47,-61,-107,-45,51,-235
-2,-2,-36,-22,-41,-65,-27,46,-149
8,-6,-67,-2,-123,-91,-14,44,-251
8,10,-45,-35,-49,-53,-19,59,-124
2,-5,-38,-35,-70,-65,-31,74,-168
3,-27,-34,-50,-90,-58,-25,54,-227
12,-3,-42,-53,-117,-70,5,41,-227
3,8,-23,-27,-30,-2,4,27,-40
27,58,-24,-62,-46,-137,-2,86,-100
2,45,-48,-14,-55,-43,-3,27,-89
6,41,-21,-42,-39,-55,-17,105,-22
25,8,-59,-12,-81,-74,-7,66,-134
18,14,-63,-23,-80,-46,7,60,-113
13,20,-9,-9,-27,-52,-14,67,-11
25,11,-24,-18,-57,-61,1,44,-79
-9,4,-35,-21,-46,-105,-38,61,-189
12,6,-17,-45,-52,-14,-14,26,-98
34,11,-45,-21,-81,-106,-14,59,-163
66,77,-129,-37,-252,-214,-21,191,-319
15,16,-32,-24,-45,-46,-4,39,-81
10,0,-55,-29,-114,-106,-18,63,-249
33,5,-81,-39,-121,-99,-20,53,-269
31,-4,-25,-25,-38,-35,8,19,-69
23,37,-10,-27,-13,-65,-20,24,-51
34,25,-20,-18,-58,-59,8,53,-35
17,8,-12,-35,-28,-61,-12,32,-91
-6,-6,-62,34,-115,-93,-10,66,-192
21,3,-10,7,-30,-8,-8,35,10
-10,1,-42,-21,-76,-60,-7,16,-199
10,11,-30,-22,-30,-32,6,28,-59
4,9,-32,-15,-44,-40,-19,17,-120
6,-4,-27,-11,-46,-52,-11,36,-109
43,18,-34,7,-74,-83,-13,35,-101
51,42,-41,-4,-64,-22,22,23,7
73,66,-38,-2,-71,-25,24,62,89
39,18,-32,31,-53,-46,2,19,-22
-3,42,-34,-29,-93,-54,9,112,-50
2,13,-25,-38,-56,7,1,53,-43
-1,-1,-27,-13,-67,-43,-26,36,-142
3,-1,-21,-37,-47,-50,-20,30,-143
29,-7,-4,-13,-26,-36,9,21,-27
42,20,-38,14,-69,-61,-5,63,-34
8,-9,-29,-17,-51,-16,-14,28,-100
-17,16,-62,-47,-72,-34,0,76,-140
-40,-26,-53,-43,-48,-96,-53,39,-320
13,37,-59,-54,-127,-66,20,55,-181
34,22,-7,-2,-21,-39,-6,61,42
12,-12,-42,-27,-122,-72,-20,55,-228
21,-9,-25,-38,-32,-111,-51,30,-215
-3,8,-48,-9,-102,-69,14,52,-157
20,56,-56,-44,-95,-135,-38,88,-204
21,4,-19,-27,-45,-38,6,3,-95
-5,19,-14,-12,-74,-17,-12,53,-62
35,-36,-67,-7,-69,-71,-7,15,-207
1,-1,-58,-57,-105,-66,-25,46,-265
37,-5,-33,-11,-100,-65,-8,67,-118
25,4,-3,-5,-31,-31,14,34,7
26,5,-17,-8,-2,-54,-7,27,-30
68,12,-41,23,-63,-41,0,54,12
11,3,-35,-32,-49,-58,-20,69,-111
10,40,-13,-12,-46,-34,11,43,-1
83,16,-45,-68,-129,-229,-42,71,-343
46,14,-111,-16,-202,-151,15,130,-275
75,75,-56,-27,-129,-105,23,129,-15
23,4,-17,-12,-43,-54,-23,21,-101
9,13,-33,-7,-44,-42,0,55,-49
13,-3,-80,-22,-118,-84,-26,61,-259
-5,-17,-73,-58,-124,-77,-16,89,-281
30,12,-63,-22,-123,-55,16,45,-160
19,24,-30,-49,-73,-62,8,58,-105
-48,1,-59,-46,-60,-83,-43,59,-279
7,32,-21,-24,-53,-64,-28,33,-118
16,17,-90,-19,-141,-89,-7,50,-263
-3,2,-30,-12,-63,-59,-10,40,-135
43,20,-43,-25,-50,-56,16,28,-67
40,14,-58,-30,-99,-132,13,66,-186
13,14,-86,-64,-119,-115,-53,98,-312
-9,-4,-75,-91,-113,-72,-16,75,-305
46,7,-60,-51,-53,-135,-19,64,-201
22,25,-20,-4,-23,-36,0,33,-3
6,24,-13,-10,-22,-106,-37,52,-106
8,27,-23,-3,-20,-27,3,15,-20
18,31,-26,-46,-56,-73,5,65,-82
19,10,-35,-60,-46,-52,9,70,-85
-4,-4,-40,-42,-126,-79,-34,121,-208
1,41,-1,-41,0,-18,-6,42,18
46,27,-24,-6,-54,-102,-13,82,-44
88,17,-88,-3,-189,-64,-8,110,-137
17,125,0,-10,-75,-96,-1,128,88
13,-8,-9,-44,-63,-81,-5,64,-133
-3,27,-54,-35,-52,-54,1,40,-130
48,28,-30,21,-65,-45,15,33,5
29,1,-49,-16,-71,-127,5,80,-148
7,-3,-22,-21,-36,-42,-7,11,-113
16,1,-40,-29,-82,-85,-4,50,-173
25,40,-70,-68,-104,-105,19,94,-169
3,25,-13,-25,-57,-30,-12,50,-59
11,-6,-42,-44,-68,-94,-24,41,-226
74,-31,-37,-21,-110,-114,-39,76,-202
-2,29,-50,-18,-42,-52,-7,52,-90
8,-7,-25,-25,-80,-50,-13,37,-155
51,16,-7,42,-66,-58,-31,91,38
-7,16,-38,-47,-89,-79,24,103,-117
-4,22,-4,-27,16,-27,13,33,22
1,51,-62,-79,-190,-64,23,126,-194
0,42,-17,-18,-50,-93,-18,58,-96
19,5,-14,-7,-84,-48,-4,48,-85
0,9,-34,-34,-63,-79,10,47,-144
8,-15,-48,-32,-106,-96,-34,106,-217
0,-20,-57,-12,-58,-55,-9,-1,-212
15,7,-46,-71,-67,-46,0,57,-151
26,8,-30,-11,-30,-42,-4,33,-50
-1,-4,-29,-16,-53,-24,12,33,-82
-14,23,-29,-34,-54,-53,-13,36,-138
4,22,-40,-35,-83,-53,-23,77,-131
-5,7,-12,-24,-35,-59,-22,21,-129
51,12,-13,-1,-52,-86,-27,111,-5
32,-17,-47,8,-113,-88,-18,59,-184
-1,-3,-27,-38,-79,-69,-18,61,-174
70,-28,-13,-23,-117,-99,5,120,-85
-3,26,-21,-16,-50,-68,0,60,-72
9,8,-39,-48,-75,-86,-16,60,-187
46,55,-8,3,-8,-59,23,86,138
20,-30,-58,4,-71,-40,-1,29,-147
103,-24,-61,-16,-128,-176,-18,90,-230
6,-4,-63,11,-113,-56,0,44,-175
32,41,-45,21,-86,-67,28,116,40
-15,-34,-200,-67,-356,-278,-43,208,-785
6,10,1,-11,3,-12,-10,50,37
94,-31,-13,59,-97,-130,-42,83,-77
16,8,-9,-14,-28,-34,-3,16,-48
19,23,-42,-50,-79,-79,-5,91,-122
18,0,-28,-25,-53,-74,-26,43,-145
11,5,-29,-31,-23,-64,-12,43,-100
-12,-20,-105,-111,-145,-125,-35,73,-480
47,-1,-25,0,-42,-64,-14,76,-23
16,-23,-56,-10,-108,-75,14,46,-196
29,0,-33,-27,-66,-107,7,90,-107
10,23,-23,-31,-35,-23,5,46,-28
20,19,-69,-68,-114,-120,-12,74,-270
-98,-53,-103,-23,-137,-172,-83,51,-618
-2,19,-49,-20,-76,-72,-25,66,-159
3,0,-39,-7,-78,-40,-18,58,-121
5,44,-55,-38,-35,-85,-20,58,-126
20,-22,-115,-69,-158,-170,-58,101,-471
10,8,-30,-12,-45,-54,-8,43,-88
-7,-20,-56,-37,-85,-59,-15,45,-234
30,29,-45,-38,-104,-74,25,38,-139
34,20,-21,-27,-50,-1,3,89,47
-19,10,-35,-48,-38,-71,-17,29,-189
47,22,-14,25,-45,-24,1,78,90
22,53,-22,-50,-52,-37,6,76,-4
-46,-14,-80,-16,-124,-101,-50,37,-394
42,57,-29,-62,-127,-118,-14,181,-70
-51,-28,-48,-3,-115,-75,-54,93,-281
28,57,-47,-36,-127,-121,-6,79,-173
30,3,-35,34,-107,4,30,110,69
8,12,-48,-22,-89,-62,3,49,-149
-8,1,-44,-39,-76,-65,-21,67,-185
83,-36,-35,0,-74,-116,-25,65,-138
24,12,-39,-1,-41,-65,-4,29,-85
20,36,-108,-77,-128,-129,-25,85,-326
64,-12,-61,2,-154,-153,-1,69,-246
-5,5,-44,-6,-56,-56,-6,7,-161
23,-14,-62,18,-141,-110,-35,41,-280
-8,13,-22,23,-58,-22,-6,39,-41
-3,14,-47,-26,-105,-84,-29,78,-202
27,26,-7,-14,-27,-54,-3,24,-28
17,22,-28,-11,-38,-15,13,48,8
22,8,-65,-19,-60,-52,-3,33,-136
-7,2,-45,-5,-115,-63,-8,89,-152
-37,0,-179,-136,-278,-284,-79,156,-837
-4,37,-77,-52,-88,-105,-21,83,-227
21,-7,-18,-51,-48,-67,-10,31,-149
52,0,-41,5,-71,-34,23,83,17
18,18,-20,-32,-42,-15,11,67,5
6,-3,-28,-23,-48,-84,-10,27,-163
60,1,-9,-65,-61,-161,-26,80,-181
10,7,-33,-23,-105,-81,-27,51,-201
-16,-41,-87,-41,-135,-109,-37,25,-441
19,27,-12,0,-57,-60,-1,52,-32
30,-14,-36,4,-42,-27,-18,39,-64
16,23,-25,-6,-19,-30,5,20,-16
4,28,-56,-55,-74,-97,-23,42,-231
18,19,-13,5,-103,-63,-8,46,-99
-3,41,-34,-41,-63,-55,-6,75,-86
-4,23,-56,-43,-72,-19,6,76,-89
17,8,-36,-24,-63,-52,-23,84,-89
1,18,-15,-4,-84,-64,-15,56,-107
-6,22,-17,-11,-52,-156,-41,134,-127
-5,23,-95,-60,-205,-122,-27,126,-365
22,-1,-32,-22,-7,-53,2,33,-58
23,5,-21,-33,-66,-47,-5,12,-132
14,34,-89,-65,-144,-110,-30,101,-289
30,-4,-46,-47,-70,-85,-2,43,-181
20,-29,-60,-69,-160,-135,-20,151,-302
4,38,1,-11,3,-57,-12,52,18
19,60,-44,-58,-55,-59,5,94,-38
9,-2,-48,-40,-68,-75,-34,65,-193
3,23,-27,-29,-58,-72,-31,59,-132
-13,28,-56,-47,-96,-69,-23,96,-180
76,-11,-42,2,-190,-112,19,158,-100
51,6,-31,-24,-53,-113,-12,91,-85
99,106,-71,-114,-53,-251,-44,198,-130
53,46,-164,-38,-284,-285,-58,180,-550
-27,-73,-88,-145,-109,-157,-92,106,-585
60,32,-21,-13,-117,-85,17,112,-15
0,4,-40,-34,-60,-46,2,37,-137
0,28,-18,-19,-36,-36,-15,65,-31
-1,20,-12,-20,-21,-4,3,23,-12
43,49,-143,-85,-194,-131,16,107,-338
74,5,-36,-63,-74,-140,-20,110,-144
25,15,-9,13,-22,-14,19,47,74
49,52,-58,-10,-146,-116,-5,56,-178
45,-1,-64,-8,-119,-97,0,74,-170
33,53,-88,-96,-126,-154,-43,179,-242
42,56,-21,-17,-62,-151,-5,74,-84
55,14,-68,12,-87,-67,14,68,-59
48,23,-58,-20,-72,-84,-45,73,-135
94,-3,-124,-70,-188,-195,37,95,-354
-24,-2,-26,0,-72,3,1,51,-69
18,9,-19,-15,-19,-69,-32,56,-71
59,5,-19,-53,-27,-59,-5,53,-46
41,37,-24,-13,-36,-55,-1,29,-22
93,9,-28,-35,-95,-124,10,176,6
19,24,-42,-42,-116,-61,31,70,-117
47,28,-27,-11,-48,-56,-1,44,-24
28,55,-41,-34,-113,-92,-16,99,-114
40,1,-62,-16,-99,-29,3,89,-73
0,18,-25,-11,-57,-31,4,45,-57
11,41,-8,-45,-71,-94,-25,106,-85
37,-2,-65,-6,-94,-139,-15,23,-261
10,29,-28,-53,-46,-64,-20,27,-145
41,51,-43,-70,-118,-107,-5,99,-152
103,0,19,21,-79,-144,-17,126,29
38,34,-38,11,-141,-62,1,93,-64
63,3,-2,25,-98,-51,-11,94,23
14,6,-6,-13,-19,-58,-2,35,-43
24,-20,-28,-21,-117,-88,-21,43,-228
36,5,-22,-13,-61,-27,14,23,-45
4,-5,-28,-10,-52,-58,-5,48,-106
10,11,-22,-18,-36,-39,5,22,-67
10,-2,-29,-15,-7,-33,-9,9,-76
1,1,-26,-18,-44,-52,-2,29,-111
40,-15,-42,-15,-83,-109,-7,19,-212
10,-5,17,10,-13,-12,-12,48,43
11,-7,2,8,-20,23,1,24,42
7,-15,-43,-12,-146,-101,-39,130,-219
22,35,-46,-10,-123,-73,-4,116,-83
1,22,-40,3,-52,-22,2,23,-63
-9,30,-41,-45,-109,-68,-7,74,-175
-1,23,-33,-19,-47,-29,-12,56,-62
-10,-3,-67,-47,-117,-27,-3,71,-203
-5,33,-2,8,-33,8,0,37,46
-5,-12,-89,-44,-104,-114,-1,49,-320
14,10,-25,10,-54,-26,14,20,-37
4,24,-27,-2,-30,-24,-6,48,-13
-2,14,-28,-7,-93,-33,3,74,-72
21,48,-16,-18,-43,-61,-6,63,-12
14,38,-48,-26,-70,-87,-47,64,-162
-11,15,-30,-40,-43,-118,-39,53,-213
19,15,-46,-23,-115,-79,-13,64,-178
15,-2,-55,-16,-113,-68,-3,37,-205
13,-5,-23,-38,-81,-75,-20,77,-152
-9,-4,-10,-8,-33,-44,-14,23,-99
108,6,-48,-10,-130,-177,-22,112,-161
8,20,-27,-33,-55,-44,-2,58,-75
40,25,-69,-47,-152,-98,17,97,-187
22,-11,-22,12,-53,-66,-11,22,-107
29,30,-40,-19,-17,-60,8,56,-13
2,8,-86,-71,-111,-111,-28,79,-318
80,3,-54,72,-147,-102,32,51,-65
-10,46,-75,-56,-97,-175,-38,108,-297
32,89,-124,-128,-144,-267,-45,128,-459
-5,-5,-23,-29,-59,-33,-20,39,-135
51,16,-10,-29,8,-74,-13,36,-15
22,-20,-21,-29,-100,-177,-35,128,-232
-2,31,-24,-66,-54,-94,-20,71,-158
-28,28,-130,-107,-238,-340,-113,132,-796
18,15,-22,-15,-90,-49,-4,49,-98
7,24,-39,-20,-68,-54,-11,38,-123
74,22,-88,31,-116,-101,16,51,-111
32,13,-19,1,-31,-31,5,58,28
5,31,-25,-43,2,-72,9,36,-57
24,4,-27,-3,-96,-54,-10,72,-90
20,29,-37,5,-51,-61,-20,78,-37
31,30,-68,-10,-141,-80,7,92,-139
20,29,-10,-21,-60,-103,-12,111,-46
-11,-1,-38,-14,-37,-15,-2,32,-86
-25,-17,-20,-45,-121,-129,-62,136,-283
33,28,-10,-50,-69,-147,-19,88,-146
17,10,-19,-24,-50,-89,-11,32,-134
4,5,-10,-26,-40,-38,-12,32,-85
16,12,-11,-12,-28,-12,13,23,1
54,9,-45,-15,-64,-52,6,25,-82
10,5,-25,-4,-47,-47,-10,23,-95
28,2,-81,-82,-162,-115,-17,44,-383
-5,-11,-83,-103,-125,-148,-42,73,-444
47,-31,-78,36,-220,-166,-29,102,-339
33,1,-15,-10,4,-50,-27,64,0
21,76,-76,-35,-80,-59,16,133,-4
27,37,-16,-4,-25,-29,15,38,43
-11,10,-26,-29,-63,-100,-25,39,-205
115,20,-94,-11,-162,-116,3,137,-108
56,-7,-14,-13,-27,-30,16,45,26
24,-38,-20,-25,-86,-90,-6,33,-208
-106,-27,-102,-75,-117,-158,-125,80,-630
4,-13,-36,-34,-63,-57,1,63,-135
58,-21,-70,-22,-104,-148,6,84,-217
1,15,-43,-50,-103,-88,-16,93,-191
6,6,-77,-58,-147,-110,-43,124,-299
13,-12,-50,-39,-80,-83,-7,33,-225
45,6,-61,-20,-82,-105,-24,119,-122
10,-14,-28,-16,-58,-53,8,51,-100
-9,1,-26,-38,-49,-33,-6,14,-146
17,14,-29,5,-62,-42,5,31,-61
27,-2,-59,-40,-88,-126,-19,73,-234
21,-9,-53,0,-172,-66,-4,66,-217
29,47,-38,-16,-56,-52,-7,66,-27
52,4,-29,-42,-27,-85,-9,25,-111
15,0,-73,-55,-113,-75,-20,75,-246
30,-4,-74,-27,-129,-81,-44,62,-267
11,12,-29,-12,-72,-32,-2,43,-81
14,49,11,-48,3,-62,-23,73,17
-4,20,-26,-51,-37,-72,-8,73,-105
2,0,-42,-41,-104,-56,4,59,-178
31,34,-20,-20,-37,-7,30,57,68
12,34,-9,-23,-42,-53,4,47,-30
22,1,-15,-21,-12,-26,24,23,-4
12,2,-32,-30,-76,-21,-4,46,-103
23,-1,5,-22,-51,-117,-35,58,-140
44,-27,-39,14,-109,-104,-12,81,-152
15,24,-16,-13,-29,-47,-1,56,-11
18,0,-27,6,-51,-31,10,53,-22
7,15,-37,-20,-75,-75,-8,43,-150
28,14,-4,-24,-30,-19,-7,48,6
7,22,-18,-21,-24,-38,0,50,-22
34,53,-59,-59,-99,-111,-30,108,-163
-63,-11,-46,-30,-54,-68,-32,53,-251
-3,25,-42,-43,-66,-177,-20,105,-221
-72,-42,-61,-72,-78,-95,-81,38,-463
20,9,-31,-20,-41,-31,4,12,-78
19,-20,-33,-25,-98,-85,-27,51,-218
5,24,-28,-20,-41,-37,5,49,-43
18,13,-14,-15,-18,-45,-6,30,-37
8,-5,-13,-27,-14,-19,-14,36,-48
6,-7,-64,-6,-106,-89,-21,28,-259
30,13,-46,-39,-95,-104,22,37,-182
28,-9,-47,-51,-107,-68,-28,80,-202
44,8,-39,-10,-59,-59,-7,40,-82
-4,46,-2,-10,-12,-6,7,34,53
-10,-1,-48,-42,-104,-101,-13,62,-257
26,26,-28,-48,-47,-107,-46,38,-186
43,44,5,-32,-56,-66,-8,91,21
14,-9,-22,-32,-63,-59,-13,70,-114
17,7,-43,-20,-39,-28,-2,11,-97
24,17,-46,-15,-91,-35,9,67,-70
20,1,-32,-7,-50,-46,-42,29,-127
25,4,-93,-72,-121,-188,-52,91,-406
35,-8,-16,-7,-79,-132,-22,57,-172
26,24,10,-28,-22,-45,4,68,37
76,12,-62,-29,-104,-116,-14,52,-185
2,-14,-37,-26,-49,-57,5,18,-158
-1,9,-58,-21,-119,-85,-28,68,-235
30,14,-26,-27,-45,-77,-21,73,-79
-19,-9,-81,-29,-133,-29,14,64,-222
14,27,-49,-36,-47,-47,-13,70,-81
30,-2,-41,9,-93,-97,-5,51,-148
41,31,-38,-42,6,-28,5,46,21
6,4,-24,-14,-80,-29,11,47,-79
-3,44,-25,1,2,-49,2,28,0
32,-8,-44,-1,-96,-94,-21,85,-147
1,17,-47,-44,-59,-55,0,40,-147
35,71,-21,-36,-23,-36,16,89,95
18,11,4,-1,-36,-60,-20,27,-57
-6,1,-14,-15,-61,-33,-13,59,-82
0,21,-30,-42,-35,-27,23,67,-23
26,27,-18,-8,-57,-29,4,54,-1
-9,7,-17,-32,-20,-32,-12,16,-99
53,27,-33,-14,-101,-66,-39,109,-64
1,20,-17,-34,-49,-15,7,68,-19
23,16,12,-20,-7,-18,7,30,43
30,7,-52,-17,-50,-87,-6,50,-125
59,5,-35,18,-92,-131,-12,57,-131
11,37,-57,-66,-120,-118,-19,132,-200
10,6,-51,-43,-86,-62,-13,60,-179
54,-26,-60,-67,-117,-91,-17,63,-261
-12,16,-35,13,-93,13,6,97,5
11,24,-71,-48,-101,-43,-3,59,-172
15,15,-19,-13,-46,-38,4,33,-49
2,41,-36,-46,-57,-61,-8,86,-79
23,-17,-50,-29,-71,-84,6,-5,-227
49,19,-47,36,-139,-96,14,69,-95
21,20,-26,-11,-87,-32,15,72,-28
59,28,-22,-8,-22,-45,0,13,3
26,-4,-84,-18,-112,-55,12,46,-189
-6,14,-51,-34,-49,-117,-42,47,-238
-1,20,-28,-18,-26,-47,14,62,-24
9,-24,-38,-32,-44,-47,8,19,-149
33,28,-57,-36,-155,-67,7,93,-154
-2,-1,-38,-35,-58,-62,-20,31,-185
68,11,-65,-33,-96,-35,-13,87,-76
3,22,-36,-52,-41,-79,-22,86,-119
41,5,-25,-25,-85,-61,9,36,-105
35,9,-62,-10,-145,-126,13,71,-215
46,-29,-122,-25,-245,-148,16,89,-418
36,38,-33,-37,-21,-93,-13,46,-77
-1,6,-52,-28,-47,-88,-29,36,-203
7,4,-36,5,-58,-40,11,33,-74
90,72,-99,-15,-113,-120,-5,106,-84
56,25,-14,-9,-64,-78,0,57,-27
47,32,-15,-30,-44,-76,-22,64,-44
6,10,-27,-69,-46,-92,-33,101,-150
-53,-26,-66,-19,-93,-91,-53,32,-369
-5,4,-38,-20,-49,-47,-23,26,-152
14,30,-75,-50,-102,-47,28,77,-125
57,1,-44,14,-137,-53,-14,115,-61
16,-16,-46,-17,-60,-73,-10,32,-174
33,9,-30,-32,-43,-97,-26,88,-98
82,-41,-67,-17,-180,-180,-57,169,-291
28,-8,-14,-8,-40,-60,-32,59,-75
42,17,-62,4,-83,-57,24,56,-59
27,27,-17,-15,-27,-29,-1,52,17
22,-10,-56,-11,-132,-92,-18,72,-225
-27,22,-67,-63,-88,-63,-32,77,-241
33,60,31,22,-32,-97,-39,76,54
50,58,8,31,-66,-91,-16,68,42
41,0,-23,-21,-101,-20,8,122,6
16,20,-25,-32,-84,-33,1,60,-77
10,-5,-34,-42,-39,-68,-5,35,-148
-5,-2,-36,-24,-42,-38,-2,25,-124
5,12,-30,-29,-32,-90,-24,65,-123
40,51,-119,-17,-171,-232,0,89,-359
47,1,-93,-15,-174,-98,7,43,-282
29,112,-15,-36,-88,-97,20,223,148
19,7,-23,1,-57,-15,8,68,8
17,20,-25,-12,-26,-21,-2,39,-10
35,15,-18,6,-30,-21,9,7,3
21,-3,-96,-35,-183,-111,3,49,-355
19,-15,-50,-28,-68,-78,-37,64,-193
36,10,-44,1,-77,-66,-6,32,-114
0,15,-81,-63,-56,-69,21,44,-189
22,-1,-76,-32,-114,-110,-5,66,-250
39,-7,-12,-1,-51,-47,-1,41,-39
68,38,-79,-38,-179,-222,-25,140,-297
-11,9,-35,-12,-25,-27,-12,35,-78
25,5,-18,-22,-57,-83,-36,65,-121
11,2,-31,-44,-62,-52,12,78,-86
97,31,-76,2,-124,-89,-5,95,-69
44,9,-59,-3,-92,-41,22,40,-80
28,-18,-23,-18,-29,-39,5,64,-30
-27,-3,-30,-42,-37,-46,-34,43,-176
15,19,-22,-7,-40,-18,5,36,-12
3,15,-95,-42,-133,-165,-46,86,-377
19,-15,0,-22,-60,-43,-4,70,-55
4,1,-13,-22,-59,-32,6,59,-56
26,-6,-16,-16,-41,-36,8,29,-52
-91,-62,-111,-23,-176,-142,-82,80,-607
-7,37,-23,-58,-44,-57,-11,81,-82
-39,-43,-42,-44,-58,-53,-23,41,-261
2,24,-17,-18,-28,-4,10,36,5
23,10,-35,-40,-49,-65,-11,52,-115
-7,-5,-25,-29,-75,-22,-15,49,-129
62,44,-96,-34,-49,-86,-38,60,-137
1,18,-21,-9,-42,-59,0,35,-77
46,-44,-49,-34,-95,-145,-12,61,-272
16,12,-82,-18,-133,-57,19,47,-196
9,17,-18,-9,-17,-33,5,46,0
33,-11,-30,-39,-81,-81,-27,53,-183
17,-5,-36,-12,-89,-51,35,113,-28
30,3,-76,-14,-164,-108,-19,34,-314
1,52,-7,-1,-20,-65,-20,71,11
-12,12,-19,-22,-17,-21,-8,11,-76
-3,22,-46,-33,-37,-77,-34,78,-130
15,15,-32,-15,-21,-41,-12,27,-64
27,13,-41,-21,-82,-66,0,47,-123
68,63,-90,-71,-163,-199,-51,145,-298
41,-12,-96,-28,-147,-107,11,101,-237
51,-18,-33,10,-109,-69,12,104,-52
39,13,-62,-6,-67,-76,-5,21,-143
33,32,-27,-30,-48,-111,-21,56,-116
5,50,-53,-67,-74,-114,-44,118,-179
-4,13,-37,-23,-29,-27,-16,13,-110
98,78,-7,2,-77,-71,24,107,154
22,46,-30,-36,-72,-72,1,63,-78
19,8,-34,-18,-21,-41,1,16,-70
4,23,-21,-25,-58,-14,8,40,-43
27,24,-32,-29,-77,-79,15,58,-93
-1,17,-59,0,-122,-83,-47,74,-221
56,24,5,-22,-87,-92,-33,171,22
26,-7,-28,-33,-74,-83,-22,55,-166
-12,-32,-24,-21,-86,-39,-2,44,-172
28,-12,-23,1,-49,-40,8,13,-74
4,18,-26,-18,-41,-83,-39,29,-156
43,29,-67,-57,-112,-143,18,95,-194
35,43,-11,-19,-26,-11,16,45,72
-11,3,-38,-40,-52,-83,-42,43,-220
38,18,-40,-6,-92,-99,6,58,-117
29,33,-53,-78,-105,-91,-23,105,-183
38,20,-17,-27,-56,-75,-11,24,-104
18,-2,-52,-36,-46,-63,-11,21,-171
4,3,-54,-45,-111,-48,18,59,-174
41,17,-65,-22,-88,-85,-24,40,-186
-2,13,-4,5,-34,-31,2,46,-5
7,24,-36,-52,-84,-37,15,91,-72
22,4,-28,-42,-52,-54,-4,4,-150
-8,-6,-75,-45,-161,-124,-8,90,-337
76,53,-10,-26,-136,-117,8,180,28
21,19,-18,19,-32,-50,-7,40,-8
27,-8,-30,-50,-95,-82,-13,51,-200
3,16,-37,-10,-70,-5,-9,61,-51
47,-13,8,-20,-45,-87,-34,78,-66
25,-6,-75,11,-146,-97,-8,67,-229
-20,0,-39,6,-63,-90,-45,32,-219
-86,-30,-130,1,-153,-287,-111,114,-682
3,33,-3,2,-42,6,1,59,59
23,0,-44,-4,-73,-19,17,53,-47
0,-4,-21,-32,-44,-28,-6,26,-109
20,21,-3,7,-29,-70,-20,28,-46
11,25,-21,-21,-44,-18,36,52,20
47,38,-43,-49,-70,-72,16,72,-61
15,-3,-63,-19,-78,-81,-5,32,-202
34,7,-10,-7,-29,-53,-1,23,-36
-12,6,-22,-28,-30,-16,-17,29,-90
18,2,-58,-1,-132,-60,10,59,-162
8,9,-20,-39,-36,-20,20,58,-20
33,39,-16,-11,-34,-53,7,55,20
11,17,-7,-19,-32,-39,8,41,-20
